Id,SalePrice
1461,110948.219086104
1462,158060.942209649
1463,154258.54511242
1464,172203.068135957
1465,214831.657584841
1466,168495.381512971
1467,161833.895389043
1468,161904.7090624
1469,195395.464854379
1470,108363.743127215
1471,199420.611825364
1472,119036.587718283
1473,110978.073940317
1474,163732.830258416
1475,135141.113753739
1476,354516.6061423
1477,268247.133439646
1478,322108.321940825
1479,301939.38892765
1480,483663.894722841
1481,316574.132495495
1482,224411.562436401
1483,173993.635132324
1484,178518.259974993
1485,163447.525114678
1486,195855.159069985
1487,325155.653886929
1488,274349.414454329
1489,185407.889739656
1490,186194.250880864
1491,192080.742933907
1492,114514.223364233
1493,177694.670772685
1494,293958.035272689
1495,297638.48405582
1496,211049.604613229
1497,193334.8035411
1498,162471.478334423
1499,162471.478334423
1500,146243.791529411
1501,162708.790651649
1502,154022.229806823
1503,265178.643123847
1504,231273.214023852
1505,211432.916282249
1506,217509.643267338
1507,218108.639341888
1508,194558.623791955
1509,166472.951133861
1510,148010.657271069
1511,146289.313365201
1512,168959.964362244
1513,164971.994274364
1514,163996.211559157
1515,187738.6320168
1516,165326.686989025
1517,141342.476811702
1518,176144.411358245
1519,210283.371103774
1520,128097.878485225
1521,132368.671073135
1522,182763.585176585
1523,113416.607522149
1524,117814.241512094
1525,116475.853525601
1526,117567.756224107
1527,106038.382737799
1528,138023.347278778
1529,143745.750034194
1530,179994.80902551
1531,124600.92691857
1532,163996.211559157
1533,156636.137958441
1534,124209.630519322
1535,142786.423137518
1536,128618.902272682
1537,71801.6468707865
1538,195296.904667137
1539,219370.415705647
1540,163996.211559157
1541,160425.450226745
1542,140972.494327322
1543,199915.525855368
1544,81004.4515627512
1545,128490.831735538
1546,143644.559030106
1547,131463.220469869
1548,144617.084778367
1549,120338.982036777
1550,150932.034442234
1551,139759.709162494
1552,145944.807414218
1553,163996.211559157
1554,137691.529491797
1555,156279.016774586
1556,106637.418242311
1557,163996.211559157
1558,118737.306866301
1559,163996.211559157
1560,153748.881523086
1561,163996.211559157
1562,110356.809332396
1563,109059.228682737
1564,156848.851771387
1565,141218.42464532
1566,207871.914315729
1567,97794.8974594399
1568,193653.139740398
1569,111324.534781947
1570,127435.883480447
1571,104580.67288433
1572,130063.676795726
1573,212967.490776371
1574,151460.208325825
1575,216383.389075873
1576,219830.019996144
1577,185785.560677693
1578,157397.384463058
1579,131995.255656668
1580,195359.875142607
1581,120156.050585284
1582,121258.305491735
1583,321382.826182263
1584,218715.74316597
1585,133798.12862603
1586,64800.6525327111
1587,103983.389742606
1588,131690.652891326
1589,115103.520030242
1590,137795.577393259
1591,163996.211559157
1592,133221.407503128
1593,134484.957151463
1594,163996.211559157
1595,163996.211559157
1596,220382.793873957
1597,175469.296244312
1598,176409.949866585
1599,186735.020727805
1600,205389.061778707
1601,53228.922835926
1602,127980.162551381
1603,98450.9779953887
1604,251491.820063431
1605,262594.695457993
1606,169244.788712887
1607,232897.152300676
1608,217508.141503074
1609,185030.246474648
1610,131965.587804338
1611,144490.701506055
1612,162893.162241282
1613,156410.569635573
1614,114629.886631178
1615,163996.211559157
1616,163996.211559157
1617,99230.257221555
1618,109525.64656555
1619,117972.667787079
1620,189846.44845855
1621,132320.823384515
1622,133118.82766365
1623,264700.790160322
1624,188120.547306734
1625,123892.303052889
1626,183302.68623638
1627,173034.031343142
1628,277885.504990006
1629,174059.670522867
1630,334076.449085751
1631,233095.7978022
1632,256029.387917761
1633,163799.805662048
1634,174395.126843143
1635,161242.458426896
1636,162417.19421479
1637,171057.253245449
1638,207805.398813522
1639,193722.955003205
1640,239418.67713751
1641,184116.954623557
1642,205312.385495419
1643,236459.061901091
1644,229404.106410684
1645,177451.030856153
1646,156499.070046987
1647,182411.966306923
1648,144119.75704561
1649,121613.38436348
1650,107142.678524824
1651,107142.678524824
1652,119036.587718283
1653,119036.587718283
1654,165755.909371344
1655,170087.614152036
1656,163732.830258416
1657,165755.909371344
1658,163732.830258416
1659,135141.113753739
1660,132501.111719802
1661,392532.57053131
1662,356855.943921684
1663,366945.702539666
1664,518176.224441426
1665,327299.682321926
1666,297021.352275414
1667,319325.734989984
1668,327989.901381569
1669,297904.353713274
1670,334864.907948223
1671,237470.552706074
1672,430754.607558519
1673,287405.78757559
1674,275218.573533068
1675,176864.396509105
1676,172475.789040581
1677,198330.476230203
1678,490742.153141228
1679,349860.683602865
1680,315153.554160557
1681,262128.268590998
1682,288475.489438516
1683,203123.430073068
1684,179185.64600485
1685,161462.703358153
1686,185596.721630527
1687,163447.525114678
1688,192279.784199964
1689,189836.782579948
1690,182689.91339338
1691,172784.245031461
1692,257395.849056814
1693,163447.525114678
1694,164060.077612394
1695,165887.008258103
1696,257315.593671566
1697,165887.008258103
1698,323486.151290997
1699,329525.923919413
1700,218615.98600914
1701,258308.481590348
1702,286532.49516443
1703,279404.046109812
1704,287260.681198892
1705,230567.347658181
1706,433750.845306386
1707,206077.961362583
1708,202837.847404499
1709,299421.899691745
1710,229161.322689371
1711,248616.587465295
1712,275192.761813591
1713,250922.366500111
1714,217295.423273666
1715,191078.041576736
1716,185407.889739656
1717,178140.769808463
1718,163996.211559157
1719,198631.226430338
1720,264433.53638904
1721,175592.284754345
1722,163996.211559157
1723,139182.495371429
1724,228875.620072884
1725,214002.603773898
1726,173156.584311469
1727,174668.651358437
1728,183928.434790419
1729,155561.482578191
1730,151162.093386896
1731,129130.227272916
1732,120343.573944435
1733,109059.228682737
1734,119845.897706786
1735,112366.962116175
1736,112366.962116175
1737,325933.326939917
1738,201998.725531986
1739,295382.896733597
1740,208441.520674141
1741,164484.362630007
1742,162708.790651649
1743,177651.984692674
1744,259445.126128347
1745,235499.858227912
1746,229556.661261258
1747,205056.365744051
1748,207408.542407348
1749,154285.45176871
1750,149439.29094235
1751,219839.26431434
1752,109059.228682737
1753,173385.087526095
1754,222909.92418331
1755,170555.338088255
1756,109176.094773539
1757,109059.228682737
1758,145103.182136123
1759,161592.781650397
1760,154081.725278199
1761,152506.027309701
1762,164373.211684986
1763,181250.934349898
1764,115655.979664549
1765,215471.725357165
1766,184917.617489971
1767,194462.503739995
1768,128823.391553968
1769,195904.970558237
1770,132053.110482572
1771,132097.453240849
1772,144336.169014808
1773,117486.506219241
1774,196577.51096208
1775,137708.742831601
1776,125992.993931767
1777,104120.992313298
1778,120496.166779171
1779,103533.257367917
1780,181297.93769391
1781,131961.849781391
1782,73457.43630436
1783,136717.075674633
1784,94644.0315425743
1785,123083.020231932
1786,170955.553178408
1787,182965.001783522
1788,163996.211559157
1789,115938.439343034
1790,77211.8899631252
1791,240835.38981339
1792,161966.235374692
1793,150104.687316426
1794,142584.278191352
1795,140986.579169284
1796,117612.125807913
1797,147367.953497601
1798,121176.129462791
1799,99821.1392888345
1800,114391.971660109
1801,117209.127516533
1802,165650.736711395
1803,174647.460305248
1804,126188.414631893
1805,136411.455377734
1806,130709.816550283
1807,166266.525551206
1808,109948.283981627
1809,163996.211559157
1810,144513.598605604
1811,163996.211559157
1812,163996.211559157
1813,125417.542439015
1814,106938.855240046
1815,56743.2040118396
1816,100532.719911956
1817,126838.842646009
1818,169269.990991873
1819,135234.762440669
1820,163996.211559157
1821,136182.919526368
1822,179388.058270453
1823,163996.211559157
1824,135912.239327794
1825,123547.11659363
1826,111526.825352569
1827,117202.136012188
1828,123770.755608224
1829,162799.155338735
1830,163034.123984145
1831,178697.318498451
1832,163996.211559157
1833,160236.609803407
1834,136476.041416143
1835,163996.211559157
1836,149217.245370247
1837,163996.211559157
1838,141723.741130971
1839,84564.1071848297
1840,163996.211559157
1841,128707.969801739
1842,84479.7886157953
1843,121923.704640911
1844,132902.31774591
1845,133594.343554545
1846,158347.835265469
1847,149621.693190696
1848,163996.211559157
1849,95194.8507610129
1850,123349.921474903
1851,151649.206371115
1852,124435.846899938
1853,121719.858134226
1854,170341.044950259
1855,148161.387149079
1856,211637.21789452
1857,138057.555968444
1858,143272.983932755
1859,124783.715989879
1860,143757.076330663
1861,124117.458823813
1862,303753.036365682
1863,303753.036365682
1864,303753.036365682
1865,311580.162361174
1866,325110.915550973
1867,259207.49883344
1868,275416.654577417
1869,191897.403945508
1870,234013.883550339
1871,262768.562897757
1872,157363.174089766
1873,222773.648505961
1874,117704.149204838
1875,208656.811033148
1876,178756.378813442
1877,206291.683177196
1878,211432.916282249
1879,112023.363109737
1880,124145.155716711
1881,243859.274368065
1882,250784.417603883
1883,195239.35118278
1884,205501.230919963
1885,237255.609208542
1886,273961.03496786
1887,204266.348129154
1888,273840.498905494
1889,153247.932185985
1890,111289.444512209
1891,137226.247112324
1892,97834.1793072143
1893,135114.924889242
1894,163996.211559157
1895,143965.515912833
1896,123143.069532908
1897,124911.652293043
1898,117840.798713966
1899,152673.016606612
1900,132264.090248976
1901,149339.453405339
1902,136914.966424754
1903,227065.172548361
1904,125996.035261892
1905,194146.281969019
1906,140285.253415245
1907,198595.871163864
1908,134448.506639713
1909,144775.403043412
1910,144775.403043412
1911,173238.301978069
1912,267313.281735788
1913,165709.506091955
1914,78489.3852997155
1915,251708.153904244
1916,62959.1727046671
1917,272576.257587961
1918,126666.989396876
1919,159710.842343639
1920,174987.233710003
1921,381056.218010801
1922,314364.898913621
1923,186460.008327254
1924,217454.311729465
1925,209853.887231212
1926,360979.942256865
1927,118930.814156977
1928,153967.371473052
1929,104330.962582695
1930,121063.208710125
1931,120427.363014893
1932,132819.954035539
1933,149879.057765805
1934,172203.068135957
1935,158531.603704941
1936,172203.068135957
1937,173114.398774492
1938,158250.560962747
1939,257177.467039114
1940,214831.657584841
1941,173564.265599703
1942,173081.405994108
1943,220893.952828206
1944,296973.33724004
1945,347762.454466875
1946,192844.047058039
1947,293388.263360605
1948,187898.856571327
1949,229786.306091166
1950,189375.172032313
1951,267227.316991472
1952,239644.122674671
1953,164481.501636492
1954,203622.692462719
1955,136271.967738891
1956,322079.275319395
1957,184152.358699934
1958,293840.511368724
1959,158768.123844513
1960,101506.983649534
1961,120343.573944435
1962,119036.587718283
1963,119036.587718283
1964,121032.682240495
1965,163732.830258416
1966,170017.978212049
1967,272790.963676091
1968,381533.352765284
1969,357023.735158401
1970,397242.151134533
1971,472353.762518565
1972,341805.738600426
1973,265552.683115524
1974,288227.262508524
1975,493456.394468971
1976,273516.221139741
