congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,senate,M001111,Murray,WA,,D,31,0.161290322580645,0.19353436,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,111,0.747747747747748,0.76491317,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.817073170731707,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,29,0.551724137931034,0.7029096,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,114,0.254385964912281,0.29557611,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.27710843373494,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,31,0.193548387096774,0.2087679,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.457831325301205,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.457831325301205,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,115,0.130434782608696,0.32600679,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.130952380952381,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,31,0.129032258064516,0.23494993,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,115,0.539130434782609,0.91386954,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.607142857142857,0.9224584,42.15364679
116,senate,M001183,Manchin,WV,,D,31,0.354838709677419,0.89059651,42.15364679
0,senate,M001197,McSally,AZ,,Republican,127,0.952755905511811,0.56298458,3.54559463
116,senate,M001197,McSally,AZ,,R,31,0.903225806451613,0.47776049,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.433734939759036,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.433734939759036,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,114,0.912280701754386,0.65850087,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.94047619047619,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,30,0.833333333333333,0.5599692,8.1295744
0,senate,P000595,Peters,MI,,Democrat,114,0.289473684210526,0.50965243,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.337349397590361,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,31,0.161290322580645,0.40983173,0.22303327
0,senate,P000603,Paul,KY,,Republican,106,0.69811320754717,0.88170162,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.728395061728395,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,25,0.6,0.82810208,29.83745022
0,senate,P000612,Perdue,GA,,Republican,108,0.944444444444444,0.60880147,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.951807228915663,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,25,0.92,0.51370614,5.15937819
0,senate,R000122,Reed,RI,,Democrat,115,0.234782608695652,0.27846458,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.285714285714286,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,31,0.0967741935483871,0.19330738,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,115,0.947826086956522,0.82656469,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.964285714285714,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,31,0.903225806451613,0.77091094,20.60221107
0,senate,R000584,Risch,ID,,Republican,113,0.902654867256637,0.89187651,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.904761904761905,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,29,0.896551724137931,0.85103645000000006,31.76941855
0,senate,R000595,Rubio,FL,,Republican,112,0.901785714285714,0.53028542,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.939759036144578,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,29,0.793103448275862,0.43871792,1.19862561
0,senate,R000605,Rounds,SD,,Republican,109,0.917431192660551,0.8895897,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.916666666666667,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,25,0.92,0.8562272,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,122,0.360655737704918,0.63067243,-2.41712836
116,senate,R000608,Rosen,NV,,D,29,0.137931034482759,0.36647216,-2.41712836
0,senate,R000615,Romney,UT,,Republican,31,0.806451612903226,0.73998279,18.07933323
116,senate,R000615,Romney,UT,,R,31,0.806451612903226,0.73998279,18.07933323
0,senate,S000033,Sanders,VT,,Independent,100,0.13,0.21282193,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.142857142857143,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,16,0.0625,0.08801327,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,115,0.234782608695652,0.22886843,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.273809523809524,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,31,0.129032258064516,0.15117989,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,115,0.930434782608696,0.87596802,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.94047619047619,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,31,0.903225806451613,0.8347595,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,115,0.28695652173913,0.51011551,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,31,0.161290322580645,0.40983173,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,114,0.307017543859649,0.5001536,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.36144578313253,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,31,0.161290322580645,0.39820592,-0.36766386
0,senate,S001184,Scott,SC,,Republican,113,0.938053097345133,0.75271035,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.964285714285714,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,29,0.862068965517241,0.66561341,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,121,0.537190082644628,0.39219632,3.54559463
116,senate,S001191,Sinema,AZ,,D,30,0.266666666666667,0.4781934,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,115,0.234782608695652,0.18623248,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.273809523809524,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,31,0.129032258064516,0.1155595,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,112,0.866071428571429,0.86245629,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.867469879518072,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,29,0.862068965517241,0.81293155,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,109,0.917431192660551,0.76425748,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.925925925925926,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,28,0.892857142857143,0.69808903,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.911111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.911111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,58,0.258620689655172,0.44375523,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,31,0.193548387096774,0.37610374,-1.52013048
0,senate,S001217,Scott,FL,,Republican,31,0.903225806451613,0.42940109,1.19862561
116,senate,S001217,Scott,FL,,R,31,0.903225806451613,0.42940109,1.19862561
0,senate,T000250,Thune,SD,,Republican,115,0.939130434782609,0.8855596,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.952380952380952,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,31,0.903225806451613,0.84773407,29.79332222
0,senate,T000461,Toomey,PA,,Republican,110,0.872727272727273,0.51607705,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.888888888888889,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,29,0.827586206896552,0.41755169,0.72426964
0,senate,T000464,Tester,MT,,Democrat,115,0.31304347826087,0.8249421,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.380952380952381,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,31,0.129032258064516,0.76886544,20.42273211
0,senate,T000476,Tillis,NC,,Republican,113,0.929203539823009,0.58096171,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.951219512195122,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,31,0.870967741935484,0.48004472,3.65522853
0,senate,U000039,Udall,NM,,Democrat,115,0.252173913043478,0.36284571,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.273809523809524,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,31,0.193548387096774,0.26815017,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,114,0.228070175438596,0.21090888,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.253012048192771,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,31,0.161290322580645,0.1346409,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,115,0.930434782608696,0.79912215,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.964285714285714,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,31,0.838709677419355,0.73661712,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,115,0.165217391304348,0.32600679,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,31,0.0967741935483871,0.23494993,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,113,0.230088495575221,0.27749009,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.273809523809524,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,29,0.103448275862069,0.18363732,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,115,0.365217391304348,0.4080385,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,31,0.161290322580645,0.31004304,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,103,0.12621359223301,0.20958154,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.130952380952381,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,19,0.105263157894737,0.10657463,-27.19670645
0,senate,Y000064,Young,IN,,Republican,115,0.852173913043478,0.81299321,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.928571428571429,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,31,0.645161290322581,0.75387389,19.16519376
116,,V000133,,,,D,,"",0.39503629,
